SCE_KERNEL_ERROR_EPERM,CE-30001-4,0x80020001,Operation not permitted
SCE_DTCP_IP_ERROR_SW_NOT_IMPLEMENTED,CE-35636-3,0x8116011c
SCE_DTCP_IP_ERROR_SW_STREAM_EOS,CE-35635-2,0x8116011b
SCE_DTCP_IP_ERROR_SW_TIMEOUT,CE-35634-1,0x8116011a
SCE_DTCP_IP_ERROR_SW_UNKNOWN,CE-35633-0,0x81160119
SCE_ERROR_DIALOG_ERROR_ALREADY_INITIALIZED,CE-33995-9,0x80ed0002
SCE_ERROR_DIALOG_ERROR_INVALID_STATE,CE-33998-2,0x80ed0005
SCE_ERROR_DIALOG_ERROR_INVALID_USER_ID,CE-34000-7,0x80ed0007
SCE_ERROR_DIALOG_ERROR_NOT_INITIALIZED,CE-33994-8,0x80ed0001
SCE_ERROR_DIALOG_ERROR_PARAM_INVALID,CE-33996-0,0x80ed0003
SCE_ERROR_DIALOG_ERROR_SERVICE_BUSY,CE-33999-3,0x80ed0006
SCE_ERROR_DIALOG_ERROR_UNEXPECTED_FATAL,CE-33997-1,0x80ed0004
SCE_FILE_BROWSER_ERROR_BROKEN_DATA,CE-34212-2,0x81030107
SCE_FILE_BROWSER_ERROR_CAN_NOT_PLAY,CE-34211-1,0x81030106
SCE_FILE_BROWSER_ERROR_GENERAL,CE-34205-4,0x81030100
SCE_FILE_BROWSER_ERROR_INVALID_ARGUMENT,CE-34206-5,0x81030101
SCE_FILE_BROWSER_ERROR_INVALID_INPUT_LENGTH,CE-34718-3,0x81030109
SCE_FILE_BROWSER_ERROR_NOT_FOUND,CE-34209-8,0x81030104
SCE_FILE_BROWSER_ERROR_NOT_SUPPORTED_DATA,CE-34210-0,0x81030105
SCE_FILE_BROWSER_ERROR_OUT_OF_MEMORY,CE-34207-6,0x81030102
SCE_FILE_BROWSER_ERROR_OUT_OF_RANGE,CE-34208-7,0x81030103
SCE_FILE_BROWSER_ERROR_PARENTAL_CONTROL_LOCK,CE-34213-3,0x81030108
SCE_FILE_SELECTOR_ERROR_BROKEN_DATA,CE-34203-2,0x81020107
SCE_FILE_SELECTOR_ERROR_CAN_NOT_PLAY,CE-34202-1,0x81020106
SCE_FILE_SELECTOR_ERROR_COPY,CE-36490-2,0x81020113
SCE_FILE_SELECTOR_ERROR_DELETE,CE-36491-3,0x81020114
SCE_FILE_SELECTOR_ERROR_GENERAL,CE-34196-3,0x81020100
SCE_FILE_SELECTOR_ERROR_INVALID_ARGUMENT,CE-34197-4,0x81020101
SCE_FILE_SELECTOR_ERROR_NO_STRAGE_SPACE,CE-36487-8,0x81020110
SCE_FILE_SELECTOR_ERROR_NO_USB_STORAGE_DEVICE,CE-36485-6,0x8102010e
SCE_FILE_SELECTOR_ERROR_NOT_FOUND,CE-34200-9,0x81020104
SCE_FILE_SELECTOR_ERROR_NOT_FOUND_COPY_DIR,CE-34885-8,0x8102010b
SCE_FILE_SELECTOR_ERROR_NOT_SUPPORTED_DATA,CE-34201-0,0x81020105
SCE_FILE_SELECTOR_ERROR_ONLY_ONE_USB_STORAGE_SUPPORTED,CE-36486-7,0x8102010f
SCE_FILE_SELECTOR_ERROR_OUT_OF_MEMORY,CE-34198-5,0x81020102
SCE_FILE_SELECTOR_ERROR_OUT_OF_RANGE,CE-34199-6,0x81020103
SCE_FILE_SELECTOR_ERROR_PARENTAL_CONTROL_LOCK,CE-34204-3,0x81020108
SCE_FILE_SELECTOR_ERROR_PREVIEW,CE-34883-6,0x81020109
SCE_FILE_SELECTOR_ERROR_PREVIEW_NOT_ENOUGH_SYSTEM_MEMORY,CE-34884-7,0x8102010a
SCE_FILE_SELECTOR_ERROR_STRAGE_LOCKED,CE-36489-0,0x81020112
SCE_FILE_SELECTOR_ERROR_USB_STORAGE_CANNOT_ACCESS,CE-36483-4,0x8102010c
SCE_FILE_SELECTOR_ERROR_USB_STORAGE_DISCONNECTED,CE-36484-5,0x8102010d
SCE_FILE_SELECTOR_ERROR_WRITE_ACCESS,CE-36488-9,0x81020111
SCE_GAME_CUSTOM_DATA_DIALOG_ERROR_BLOCKED_ALL_PLAYERS,CE-36504-8,0x810b0001
SCE_GAME_LIVE_BROADCASTING_ERROR_ACCOUNT_NOT_LINKED,CE-35330-4,0x80f10003
SCE_GAME_LIVE_BROADCASTING_ERROR_ADVERT_CANT_START,CE-35334-8,0x80f10007
SCE_GAME_LIVE_BROADCASTING_ERROR_ANOTHER_USER_BROADCASTING,CE-36455-3,0x80f10010
SCE_GAME_LIVE_BROADCASTING_ERROR_BROADCASTING_PROHIBITED_AREA,CE-36453-1,0x80f1000e
SCE_GAME_LIVE_BROADCASTING_ERROR_CANT_CONNECT_NETWORK,CE-35336-0,0x80f10009
SCE_GAME_LIVE_BROADCASTING_ERROR_CANT_CONNECT_SERVER,CE-35340-5,0x80f1000d
SCE_GAME_LIVE_BROADCASTING_ERROR_CONNECTION_SERVER_DISCONNECT,CE-35339-3,0x80f1000c
SCE_GAME_LIVE_BROADCASTING_ERROR_NETWORK_CONNECTION_LOST,CE-35337-1,0x80f1000a
SCE_GAME_LIVE_BROADCASTING_ERROR_NOT_AVAILABLE_FEATURE,CE-35335-9,0x80f10008
SCE_GAME_LIVE_BROADCASTING_ERROR_NW_NO_CONNECTION,CE-35328-1,0x80f10001
SCE_GAME_LIVE_BROADCASTING_ERROR_NW_SERVER_NOT_FOUND,CE-35329-2,0x80f10002
SCE_GAME_LIVE_BROADCASTING_ERROR_PAR12,CE-35331-5,0x80f10004
SCE_GAME_LIVE_BROADCASTING_ERROR_PROGRAM_ALREADY_FINISHED,CE-36454-2,0x80f1000f
SCE_GAME_LIVE_BROADCASTING_ERROR_SCANIN_CLOSE_TIME_OUT,CE-35333-7,0x80f10006
SCE_GAME_LIVE_BROADCASTING_ERROR_SERVER_CONNECT_TIMEOUT,CE-35338-2,0x80f1000b
SCE_GAME_LIVE_BROADCASTING_ERROR_SUB_ACCOUNT,CE-35332-6,0x80f10005
SCE_GAME_LIVE_SPECTATING_ERROR_AD_ADITEM_UPDATE,CE-35344-9,0x80f20104
SCE_GAME_LIVE_SPECTATING_ERROR_AD_HTTP_REQUEST_CANCELED,CE-35345-0,0x80f20105
SCE_GAME_LIVE_SPECTATING_ERROR_AD_HTTP_REQUEST_ERROR,CE-35347-2,0x80f20107
SCE_GAME_LIVE_SPECTATING_ERROR_AD_HTTP_REQUEST_TIMEOUT,CE-35346-1,0x80f20106
SCE_GAME_LIVE_SPECTATING_ERROR_AD_PLAYLIST_NO_NEXT_AD,CE-35343-8,0x80f20103
SCE_GAME_LIVE_SPECTATING_ERROR_AD_PLAYLIST_PARSE,CE-35342-7,0x80f20102
SCE_GAME_LIVE_SPECTATING_ERROR_AD_PLAYLIST_UPDATE,CE-35341-6,0x80f20101
SCE_GAME_LIVE_SPECTATING_ERROR_PROVIDER_SETTINGS_READ_ERROR,CE-35348-3,0x80f20108
SCE_GAME_LIVE_SPECTATING_ERROR_TOO_MANY_VIEWERS,CE-36456-4,0x80f20001
SCE_GAME_LIVE_SPECTATING_ERROR_VIDEOCORE_ENABLE_RAZOR,CE-35380-9,0x80f20520
SCE_GAME_LIVE_SPECTATING_ERROR_VIDEOCORE_INTERNAL,CE-35371-9,0x80f20517
SCE_GAME_LIVE_SPECTATING_ERROR_VIDEOCORE_INTERNAL_CORE,CE-35381-0,0x80f20521
SCE_GAME_LIVE_SPECTATING_ERROR_VIDEOCORE_INVALID_PARAM,CE-35349-4,0x80f20501
SCE_GAME_LIVE_SPECTATING_ERROR_VIDEOCORE_INVALID_PARAM_CORE,CE-35372-0,0x80f20518
SCE_GAME_LIVE_SPECTATING_ERROR_VIDEOCORE_INVALID_PARAM_COREIF,CE-35350-6,0x80f20502
SCE_GAME_LIVE_SPECTATING_ERROR_VIDEOCORE_INVALID_STATUS,CE-35351-7,0x80f20503
SCE_GAME_LIVE_SPECTATING_ERROR_VIDEOCORE_INVALID_STATUS_CORE,CE-35373-1,0x80f20519
SCE_GAME_LIVE_SPECTATING_ERROR_VIDEOCORE_INVALID_STATUS_COREIF,CE-35352-8,0x80f20504
SCE_GAME_LIVE_SPECTATING_ERROR_VIDEOCORE_IPMI,CE-35358-4,0x80f2050a
SCE_GAME_LIVE_SPECTATING_ERROR_VIDEOCORE_IPMI_CORE,CE-35379-7,0x80f2051f
SCE_GAME_LIVE_SPECTATING_ERROR_VIDEOCORE_IPMI_COREIF,CE-35359-5,0x80f2050b
SCE_GAME_LIVE_SPECTATING_ERROR_VIDEOCORE_KERNEL_FUNCTION,CE-35357-3,0x80f20509
SCE_GAME_LIVE_SPECTATING_ERROR_VIDEOCORE_KERNEL_FUNCTION_CORE,CE-35378-6,0x80f2051e
SCE_GAME_LIVE_SPECTATING_ERROR_VIDEOCORE_NO_ALLOCATE_MEMORY,CE-35360-7,0x80f2050c
SCE_GAME_LIVE_SPECTATING_ERROR_VIDEOCORE_NO_DECODER_RESOURCE,CE-35368-5,0x80f20514
SCE_GAME_LIVE_SPECTATING_ERROR_VIDEOCORE_NOPLAYABLE,CE-35375-3,0x80f2051b
SCE_GAME_LIVE_SPECTATING_ERROR_VIDEOCORE_NOT_EXIST_REQUESTID,CE-35364-1,0x80f20510
SCE_GAME_LIVE_SPECTATING_ERROR_VIDEOCORE_NOT_EXIST_RESOURCE_HANDLE,CE-35367-4,0x80f20513
SCE_GAME_LIVE_SPECTATING_ERROR_VIDEOCORE_NOT_EXIST_STREAM,CE-35374-2,0x80f2051a
SCE_GAME_LIVE_SPECTATING_ERROR_VIDEOCORE_NOT_EXIST_STREAMID,CE-35354-0,0x80f20506
SCE_GAME_LIVE_SPECTATING_ERROR_VIDEOCORE_REGISTERED_CALLBACK_FULL,CE-35365-2,0x80f20511
SCE_GAME_LIVE_SPECTATING_ERROR_VIDEOCORE_REQUEST_FULL,CE-35363-0,0x80f2050f
SCE_GAME_LIVE_SPECTATING_ERROR_VIDEOCORE_RESOURCE_HANDLE_FULL,CE-35366-3,0x80f20512
SCE_GAME_LIVE_SPECTATING_ERROR_VIDEOCORE_RESULT_TIMEOUT,CE-35362-9,0x80f2050e
SCE_GAME_LIVE_SPECTATING_ERROR_VIDEOCORE_SCE_FUNCTION,CE-35356-2,0x80f20508
SCE_GAME_LIVE_SPECTATING_ERROR_VIDEOCORE_SCE_FUNCTION_CORE,CE-35377-5,0x80f2051d
SCE_GAME_LIVE_SPECTATING_ERROR_VIDEOCORE_STOP,CE-35376-4,0x80f2051c
SCE_GAME_LIVE_SPECTATING_ERROR_VIDEOCORE_STREAM_ABORTED,CE-35370-8,0x80f20516
SCE_GAME_LIVE_SPECTATING_ERROR_VIDEOCORE_STREAM_FULL,CE-35353-9,0x80f20505
SCE_GAME_LIVE_SPECTATING_ERROR_VIDEOCORE_STREAM_SUSPENDED,CE-35369-6,0x80f20515
SCE_GAME_LIVE_SPECTATING_ERROR_VIDEOCORE_UNUSABLE_THIS_API,CE-35361-8,0x80f2050d
SCE_GAME_LIVE_SPECTATING_ERROR_VIDEOCORE_VIDEOCORE_FUNCTION,CE-35355-1,0x80f20507
SCE_GAME_LIVE_STREAMING_ERROR_ENCODER,CE-33129-8,0x80a00005
SCE_GAME_LIVE_STREAMING_ERROR_INVALID_PARAM,CE-33126-5,0x80a00002
SCE_GAME_LIVE_STREAMING_ERROR_INVALID_STATUS,CE-33127-6,0x80a00003
SCE_GAME_LIVE_STREAMING_ERROR_NOT_FOUND,CE-36272-0,0x80a00007
SCE_GAME_LIVE_STREAMING_ERROR_NOT_INITIALIZED,CE-33128-7,0x80a00004
SCE_GAME_LIVE_STREAMING_ERROR_NOT_SUPPORTED,CE-36273-1,0x80a00008
SCE_GAME_LIVE_STREAMING_ERROR_OUT_OF_MEMORY,CE-33130-0,0x80a00006
SCE_GAME_LIVE_STREAMING_ERROR_UNKNOWN,CE-33125-4,0x80a00001
SCE_GAME_UPDATE_ERROR_ABORTED,NW-31418-7,0x80412807
SCE_GAME_UPDATE_ERROR_ALREADY_INITIALIZED,NW-31408-6,0x80412802
SCE_GAME_UPDATE_ERROR_BUSY,NW-31417-6,0x80412808
SCE_GAME_UPDATE_ERROR_INVALID_ARG,NW-31409-7,0x80412803
SCE_GAME_UPDATE_ERROR_INVALID_SIZE,NW-31410-9,0x80412804
SCE_GAME_UPDATE_ERROR_NO_SUCH_TITLE,NW-31413-2,0x8041280a
SCE_GAME_UPDATE_ERROR_NOT_INITIALIZED,NW-31407-5,0x80412801
SCE_GAME_UPDATE_ERROR_REQUEST_NOT_FOUND,NW-31411-0,0x80412805
SCE_GAME_UPDATE_ERROR_TOO_MANY_REQUESTS,NW-31412-1,0x80412806
SCE_GAME_UPDATE_VSH_ERROR_ABORTED,NW-35986-1,0x80412887
SCE_GAME_UPDATE_VSH_ERROR_ALREADY_INITIALIZED,NW-31421-1,0x80412882
SCE_GAME_UPDATE_VSH_ERROR_BAD_RESPONSE,NW-35991-7,0x8041288e
SCE_GAME_UPDATE_VSH_ERROR_BUSY,NW-35987-2,0x80412888
SCE_GAME_UPDATE_VSH_ERROR_HTTP_BAD_RESPONSE,NW-35998-4,0x80412895
SCE_GAME_UPDATE_VSH_ERROR_HTTP_CONNECTION_ERROR,NW-35996-2,0x80412893
SCE_GAME_UPDATE_VSH_ERROR_HTTP_LOCAL_ERROR,NW-35995-1,0x80412892
SCE_GAME_UPDATE_VSH_ERROR_HTTP_OUT_OF_MEMORY,NW-35994-0,0x80412891
SCE_GAME_UPDATE_VSH_ERROR_HTTP_PROXY_ERROR,NW-35997-3,0x80412894
SCE_GAME_UPDATE_VSH_ERROR_INTERNAL,NW-35993-9,0x80412890
SCE_GAME_UPDATE_VSH_ERROR_INVALID_ARG,NW-35985-0,0x80412883
SCE_GAME_UPDATE_VSH_ERROR_INVALID_NP_ENVIRONMENT,NW-35988-3,0x8041288b
SCE_GAME_UPDATE_VSH_ERROR_MEMORY,NW-35992-8,0x8041288f
SCE_GAME_UPDATE_VSH_ERROR_NOT_EXIST,NW-35989-4,0x8041288c
SCE_GAME_UPDATE_VSH_ERROR_NOT_INITIALIZED,NW-31420-0,0x80412881
SCE_GAME_UPDATE_VSH_ERROR_PARSER_FAILED,NW-35990-6,0x8041288d
SCE_GLS_ERROR_ABORTED,CE-33145-6,0x80a0010f
SCE_GLS_ERROR_ALREADY,CE-33142-3,0x80a0010c
SCE_GLS_ERROR_AUTH_FAILED_N,CE-36309-1,0x80a04108
SCE_GLS_ERROR_BE,CE-33150-2,0x80a00202
SCE_GLS_ERROR_CAPACITY_EXCEEDED,CE-33146-7,0x80a00110
SCE_GLS_ERROR_COMMENT_SERVER_OTHER_N,CE-36302-4,0x80a04101
SCE_GLS_ERROR_COULD_NOT_CONNECT_COMMENT_SERVER_N,CE-36301-3,0x80a04100
SCE_GLS_ERROR_COULD_NOT_CONNECT_SERVER_N,CE-36303-5,0x80a04102
SCE_GLS_ERROR_DISCONNECT_COMMAND_FROM_SERVER_N,CE-36305-7,0x80a04104
SCE_GLS_ERROR_END_TIME_IS_OVER_N,CE-36304-6,0x80a04103
SCE_GLS_ERROR_FB_NOT_SIGNIN,CE-33152-4,0x80a00301
SCE_GLS_ERROR_INVALID_ARG,CE-33136-6,0x80a00106
SCE_GLS_ERROR_INVALID_ID,CE-33140-1,0x80a0010a
SCE_GLS_ERROR_INVALID_POINTER,CE-33139-9,0x80a00109
SCE_GLS_ERROR_INVALID_SIZE,CE-33137-7,0x80a00107
SCE_GLS_ERROR_INVALID_STATUS,CE-33141-2,0x80a0010b
SCE_GLS_ERROR_INVALID_VALUE,CE-33138-8,0x80a00108
SCE_GLS_ERROR_IRC_COULD_NOT_CONNECT_SERVER_T,CE-36286-5,0x80a03100
SCE_GLS_ERROR_IRC_OTHER_T,CE-36287-6,0x80a03101
SCE_GLS_ERROR_NO_MSG,CE-33154-6,0x80a00303
SCE_GLS_ERROR_NOT_FOUND,CE-33133-3,0x80a00103
SCE_GLS_ERROR_NOT_IMPLEMENTED,CE-33134-4,0x80a00104
SCE_GLS_ERROR_NOT_INITIALIZED,CE-33135-5,0x80a00105
SCE_GLS_ERROR_NOT_SUPPORTED,CE-33132-2,0x80a00102
SCE_GLS_ERROR_NW_DISCONNECTED,CE-35201-1,0x80a01003
SCE_GLS_ERROR_NW_DISCONNECTED_N,CE-36291-1,0x80a04003
SCE_GLS_ERROR_NW_DISCONNECTED_T,CE-35229-1,0x80a03003
SCE_GLS_ERROR_NW_DISCONNECTED_U,CE-35212-3,0x80a02003
SCE_GLS_ERROR_NW_ECONNECT_SERVER,CE-35199-7,0x80a01001
SCE_GLS_ERROR_NW_ECONNECT_SERVER_N,CE-36289-8,0x80a04001
SCE_GLS_ERROR_NW_ECONNECT_SERVER_T,CE-35227-9,0x80a03001
SCE_GLS_ERROR_NW_ECONNECT_SERVER_U,CE-35210-1,0x80a02001
SCE_GLS_ERROR_NW_ENOCONNECT,CE-35200-0,0x80a01002
SCE_GLS_ERROR_NW_ENOCONNECT_N,CE-36290-0,0x80a04002
SCE_GLS_ERROR_NW_ENOCONNECT_T,CE-35228-0,0x80a03002
SCE_GLS_ERROR_NW_ENOCONNECT_U,CE-35211-2,0x80a02002
SCE_GLS_ERROR_NW_OTHER,CE-35202-2,0x80a01004
SCE_GLS_ERROR_NW_OTHER_N,CE-36292-2,0x80a04004
SCE_GLS_ERROR_NW_OTHER_T,CE-35230-3,0x80a03004
SCE_GLS_ERROR_NW_OTHER_U,CE-35213-4,0x80a02004
SCE_GLS_ERROR_NW_RESOLVER_ENOHOST,CE-35198-6,0x80a01000
SCE_GLS_ERROR_NW_RESOLVER_ENOHOST_N,CE-36288-7,0x80a04000
SCE_GLS_ERROR_NW_RESOLVER_ENOHOST_T,CE-35226-8,0x80a03000
SCE_GLS_ERROR_NW_RESOLVER_ENOHOST_U,CE-35209-9,0x80a02000
SCE_GLS_ERROR_OUT_OF_MEMORY,CE-33131-1,0x80a00101
SCE_GLS_ERROR_POST_LIMIT_EXCEEDED,CE-36274-2,0x80a00304
SCE_GLS_ERROR_PROGRAM_CLOSED_N,CE-36308-0,0x80a04107
SCE_GLS_ERROR_QUEUE_IS_NOT_AVAILABLE,CE-33148-9,0x80a00112
SCE_GLS_ERROR_REJECTED_FROM_UMS_AGELOCK_U,CE-35222-4,0x80a02102
SCE_GLS_ERROR_REJECTED_FROM_UMS_AUTH_U,CE-35224-6,0x80a02104
SCE_GLS_ERROR_REJECTED_FROM_UMS_GEOLOCK_U,CE-35220-2,0x80a02100
SCE_GLS_ERROR_REJECTED_FROM_UMS_IPLOCK_U,CE-35223-5,0x80a02103
SCE_GLS_ERROR_REJECTED_FROM_UMS_PASSLOCK_U,CE-35221-3,0x80a02101
SCE_GLS_ERROR_REJECTED_FROM_UMS_U,CE-35225-7,0x80a02105
SCE_GLS_ERROR_RTMP_AMF_ERROR,CE-35205-5,0x80a01007
SCE_GLS_ERROR_RTMP_AMF_ERROR_N,CE-36295-5,0x80a04007
SCE_GLS_ERROR_RTMP_AMF_ERROR_T,CE-35233-6,0x80a03007
SCE_GLS_ERROR_RTMP_AMF_ERROR_U,CE-35216-7,0x80a02007
SCE_GLS_ERROR_RTMP_BUFFER_OVERFLOW,CE-35207-7,0x80a01009
SCE_GLS_ERROR_RTMP_BUFFER_OVERFLOW_N,CE-36297-7,0x80a04009
SCE_GLS_ERROR_RTMP_BUFFER_OVERFLOW_T,CE-35235-8,0x80a03009
SCE_GLS_ERROR_RTMP_BUFFER_OVERFLOW_U,CE-35218-9,0x80a02009
SCE_GLS_ERROR_RTMP_HANDSHAKE_FAILED,CE-35204-4,0x80a01006
SCE_GLS_ERROR_RTMP_HANDSHAKE_FAILED_N,CE-36294-4,0x80a04006
SCE_GLS_ERROR_RTMP_HANDSHAKE_FAILED_T,CE-35232-5,0x80a03006
SCE_GLS_ERROR_RTMP_HANDSHAKE_FAILED_U,CE-35215-6,0x80a02006
SCE_GLS_ERROR_RTMP_HANDSHAKE_TIMEOUT,CE-35203-3,0x80a01005
SCE_GLS_ERROR_RTMP_HANDSHAKE_TIMEOUT_N,CE-36293-3,0x80a04005
SCE_GLS_ERROR_RTMP_HANDSHAKE_TIMEOUT_T,CE-35231-4,0x80a03005
SCE_GLS_ERROR_RTMP_HANDSHAKE_TIMEOUT_U,CE-35214-5,0x80a02005
SCE_GLS_ERROR_RTMP_NET_STATUS_CONNECT_FAILED,CE-36281-0,0x80a0100c
SCE_GLS_ERROR_RTMP_NET_STATUS_CONNECT_FAILED_N,CE-36300-2,0x80a0400c
SCE_GLS_ERROR_RTMP_NET_STATUS_CONNECT_FAILED_T,CE-36285-4,0x80a0300c
SCE_GLS_ERROR_RTMP_NET_STATUS_CONNECT_FAILED_U,CE-36283-2,0x80a0200c
SCE_GLS_ERROR_RTMP_NET_STATUS_CONNECT_REJECTED,CE-36280-9,0x80a0100b
SCE_GLS_ERROR_RTMP_NET_STATUS_CONNECT_REJECTED_N,CE-36299-9,0x80a0400b
SCE_GLS_ERROR_RTMP_NET_STATUS_CONNECT_REJECTED_T,CE-36284-3,0x80a0300b
SCE_GLS_ERROR_RTMP_NET_STATUS_CONNECT_REJECTED_U,CE-36282-1,0x80a0200b
SCE_GLS_ERROR_RTMP_OTHER,CE-35208-8,0x80a0100a
SCE_GLS_ERROR_RTMP_OTHER_N,CE-36298-8,0x80a0400a
SCE_GLS_ERROR_RTMP_OTHER_T,CE-35236-9,0x80a0300a
SCE_GLS_ERROR_RTMP_OTHER_U,CE-35219-0,0x80a0200a
SCE_GLS_ERROR_RTMP_STATUS_ERROR,CE-35206-6,0x80a01008
SCE_GLS_ERROR_RTMP_STATUS_ERROR_N,CE-36296-6,0x80a04008
SCE_GLS_ERROR_RTMP_STATUS_ERROR_T,CE-35234-7,0x80a03008
SCE_GLS_ERROR_RTMP_STATUS_ERROR_U,CE-35217-8,0x80a02008
SCE_GLS_ERROR_SERVER_BUSY_N,CE-36310-3,0x80a04109
SCE_GLS_ERROR_SERVER_FAILURE_N,CE-36306-8,0x80a04105
SCE_GLS_ERROR_SERVER_MAINTENANCE_N,CE-36311-4,0x80a0410a
SCE_GLS_ERROR_SERVER_OTHER_N,CE-36307-9,0x80a04106
SCE_GLS_ERROR_SNS_POST_FILED,CE-36275-3,0x80a00305
SCE_GLS_ERROR_SNS_POST_FILED_N,CE-36278-6,0x80a00308
SCE_GLS_ERROR_SNS_POST_FILED_T,CE-36277-5,0x80a00307
SCE_GLS_ERROR_SNS_POST_FILED_U,CE-36276-4,0x80a00306
SCE_GLS_ERROR_SNS_POST_IN_ANONYMOUSE_T,CE-36279-7,0x80a00309
SCE_GLS_ERROR_THREAD,CE-33143-4,0x80a0010d
SCE_GLS_ERROR_TIME_OUT,CE-33144-5,0x80a0010e
SCE_GLS_ERROR_TW_NOT_SIGNIN,CE-33153-5,0x80a00302
SCE_GLS_ERROR_UNKNOWN_BE_ERROR,CE-33149-0,0x80a00201
SCE_GLS_ERROR_UNKNOWN_BE_NOTIFY,CE-33151-3,0x80a00203
SCE_GLS_ERROR_WRITE,CE-33147-8,0x80a00111
SCE_GV_MP4_PARSER_ERROR_FATAL,CE-33083-7,0x809d4201
SCE_GV_MP4_PARSER_ERROR_FILE_NOT_OPEN,CE-33090-5,0x809d4208
SCE_GV_MP4_PARSER_ERROR_FS_OP,CE-33089-3,0x809d4207
SCE_GV_MP4_PARSER_ERROR_GEN_CANCELED,CE-33088-2,0x809d4206
SCE_GV_MP4_PARSER_ERROR_GEN_SKIPPED,CE-33092-7,0x809d420a
SCE_GV_MP4_PARSER_ERROR_INVALID_ARGUMENT,CE-33082-6,0x809d4200
SCE_GV_MP4_PARSER_ERROR_INVALID_FILE,CE-33091-6,0x809d4209
SCE_GV_MP4_PARSER_ERROR_INVALID_OPERATION,CE-33093-8,0x809d420b
SCE_GV_MP4_PARSER_ERROR_NO_EXIST,CE-33084-8,0x809d4202
SCE_GV_MP4_PARSER_ERROR_NO_ITEMS,CE-33087-1,0x809d4205
SCE_GV_MP4_PARSER_ERROR_NO_MEMORY,CE-33086-0,0x809d4204
SCE_GV_MP4_PARSER_ERROR_NOT_EXIST_FILE,CE-33085-9,0x809d4203
SCE_HDD_FORMATTER_ERROR_GENERAL,CE-33567-4,0x80c21000
SCE_HDD_FORMATTER_ERROR_GEOM_BUSY,CE-33574-2,0x80c21102
SCE_HDD_FORMATTER_ERROR_GEOM_EXIST,CE-33575-3,0x80c21103
SCE_HDD_FORMATTER_ERROR_GEOM_INVAL,CE-33572-0,0x80c21100
SCE_HDD_FORMATTER_ERROR_GEOM_NOENT,CE-33573-1,0x80c21101
SCE_HDD_FORMATTER_ERROR_INVAL,CE-33568-5,0x80c21001
SCE_HDD_FORMATTER_ERROR_IO,CE-33570-8,0x80c21003
SCE_HDD_FORMATTER_ERROR_NOMEM,CE-33569-6,0x80c21002
SCE_HDD_FORMATTER_ERROR_NOT_SUPPORTED,CE-33571-9,0x80c21004
SCE_HTTP_ERROR_ABORTED,NW-31466-0,0x80431080
SCE_HTTP_ERROR_AFTER_SEND,NW-31455-8,0x80431066
SCE_HTTP_ERROR_ALREADY_INITED,NW-31447-9,0x80431020
SCE_HTTP_ERROR_BAD_RESPONSE,NW-31453-6,0x80431064
SCE_HTTP_ERROR_BEFORE_INIT,NW-31446-8,0x80431001
SCE_HTTP_ERROR_BEFORE_SEND,NW-31454-7,0x80431065
SCE_HTTP_ERROR_BROKEN,NW-31469-3,0x80431085
SCE_HTTP_ERROR_BUSY,NW-31448-0,0x80431021
SCE_HTTP_ERROR_CHUNK_ENC,NW-31463-7,0x80431072
SCE_HTTP_ERROR_EAGAIN,NW-34923-1,0x80431082
SCE_HTTP_ERROR_INSUFFICIENT_STACKSIZE,NW-34347-1,0x80431076
SCE_HTTP_ERROR_INVALID_ID,NW-31470-5,0x80431100
SCE_HTTP_ERROR_INVALID_URL,NW-31476-1,0x80433060
SCE_HTTP_ERROR_INVALID_VALUE,NW-31472-7,0x804311fe
SCE_HTTP_ERROR_INVALID_VERSION,NW-31458-1,0x8043106a
SCE_HTTP_ERROR_NETWORK,NW-31452-5,0x80431063
SCE_HTTP_ERROR_NO_CONTENT_LENGTH,NW-31462-6,0x80431071
SCE_HTTP_ERROR_NOT_FOUND,NW-31450-3,0x80431025
SCE_HTTP_ERROR_NOT_IN_COM,NW-31461-5,0x80431070
SCE_HTTP_ERROR_OUT_OF_MEMORY,NW-31449-1,0x80431022
SCE_HTTP_ERROR_OUT_OF_SIZE,NW-31471-6,0x80431104
SCE_HTTP_ERROR_PARSE_HTTP_INVALID_RESPONSE,NW-31474-9,0x80432060
SCE_HTTP_ERROR_PARSE_HTTP_INVALID_VALUE,NW-31475-0,0x804321fe
SCE_HTTP_ERROR_PARSE_HTTP_NOT_FOUND,NW-31473-8,0x80432025
SCE_HTTP_ERROR_PROXY,NW-31468-2,0x80431084
SCE_HTTP_ERROR_READ_BY_HEAD_METHOD,NW-31460-4,0x8043106f
SCE_HTTP_ERROR_RESOLVER_EFORMAT,NW-31487-3,0x80436005
SCE_HTTP_ERROR_RESOLVER_ENODNS,NW-31484-0,0x80436002
SCE_HTTP_ERROR_RESOLVER_ENOHOST,NW-31489-5,0x80436007
SCE_HTTP_ERROR_RESOLVER_ENORECORD,NW-31492-9,0x8043600a
SCE_HTTP_ERROR_RESOLVER_ENOSUPPORT,NW-31486-2,0x80436004
SCE_HTTP_ERROR_RESOLVER_ENOTIMPLEMENTED,NW-31490-7,0x80436008
SCE_HTTP_ERROR_RESOLVER_EPACKET,NW-31483-9,0x80436001
SCE_HTTP_ERROR_RESOLVER_ESERVERFAILURE,NW-31488-4,0x80436006
SCE_HTTP_ERROR_RESOLVER_ESERVERREFUSED,NW-31491-8,0x80436009
