SCE_KERNEL_ERROR_EPERM,CE-30001-4,0x80020001,Operation not permitted
SCE_NP_WEBAPI_SERVER_ERROR_EVENTS_INVALID_BODY,WS-40422-2,0x82218180,"Details are unknown, but request body value is invalid (JSON error code: 2195840)"
SCE_NP_WEBAPI_SERVER_ERROR_EVENTS_NULL_VALUE_NOT_ALLOWED,WS-40423-3,0x82218181,A member with a null value in request body exists (JSON error code: 2195841)
SCE_NP_WEBAPI_SERVER_ERROR_EVENTS_INVALID_BODY_PARAMETER,WS-40424-4,0x82218182,Request body member value is invalid (JSON error code: 2195842)
SCE_NP_WEBAPI_SERVER_ERROR_EVENTS_INVALID_BODY_PARAMETER_LIST_LENGTH,WS-40425-5,0x82218183,Number of elements for request body array type members is invalid (JSON error code: 2195843)
SCE_NP_WEBAPI_SERVER_ERROR_EVENTS_INVALID_BODY_PARAMETER_COMBINATION,WS-40426-6,0x82218184,Request body member combination is invalid (JSON error code: 2195844)
SCE_NP_WEBAPI_SERVER_ERROR_EVENTS_BLOCKED_USER_EXISTS,WS-40427-7,0x82218185,Blocked user can't be specified (JSON error code: 2195845)
SCE_NP_WEBAPI_SERVER_ERROR_EVENTS_MANDATORY_BODY_PARAMETER_MISSING,WS-40428-8,0x82218186,Member required for request body does not exist (JSON error code: 2195846)
SCE_NP_WEBAPI_SERVER_ERROR_EVENTS_INVALID_MULTIPART_HEADER,WS-40429-9,0x82218187,Parameter for multipart header in request body is invalid (JSON error code: 2195847)
SCE_NP_WEBAPI_SERVER_ERROR_EVENTS_MANDATORY_MULTIPART_HEADER_MISSING,WS-40430-1,0x82218188,Member required for multipart header parameter in request body does not exist (JSON error code: 2195848)
SCE_NP_WEBAPI_SERVER_ERROR_EVENTS_ACCESS_TOKEN_REQUIRED,WS-40431-2,0x82218200,No access token (JSON error code: 2195968)
SCE_NP_WEBAPI_SERVER_ERROR_EVENTS_INVALID_ACCESS_TOKEN,WS-40432-3,0x82218201,Access token is an invalid value or is corrupted (JSON error code: 2195969)
SCE_NP_WEBAPI_SERVER_ERROR_EVENTS_EXPIRED_ACCESS_TOKEN,WS-40433-4,0x82218202,Access token is expired (JSON error code: 2195970)
SCE_NP_WEBAPI_SERVER_ERROR_EVENTS_NOT_AUTHORIZED,WS-40437-8,0x82218206,Not authorized to access specified resource or use query parameter (JSON error code: 2195974)
SCE_NP_WEBAPI_SERVER_ERROR_EVENTS_BANNED_APPLICATION,WS-40438-9,0x82218207,Banned title (JSON error code: 2195975)
SCE_NP_WEBAPI_SERVER_ERROR_EVENTS_BANNED_USER,WS-40439-0,0x82218208,Banned user (JSON error code: 2195976)
SCE_NP_WEBAPI_SERVER_ERROR_EVENTS_BANNED_DEVICE,WS-40440-2,0x82218209,Banned device (JSON error code: 2195977)
SCE_NP_WEBAPI_SERVER_ERROR_EVENTS_ACCESS_DENIED_DUE_TO_TITILE_MISMATCH,WS-40441-3,0x8221820A,Access to resource not possible since title set for the presence information does not match (JSON error code: 2195978)
SCE_NP_WEBAPI_SERVER_ERROR_EVENTS_RATE_LIMIT_EXCEEDED,WS-40442-4,0x8221820B,API rate limit was exceeded (JSON error code: 2195979)
SCE_NP_WEBAPI_SERVER_ERROR_EVENTS_NOT_AUTHORIZED_ACCESS_TOKEN,WS-40444-6,0x8221820D,Access token was obtained with an invalid procedure (JSON error code: 2195981)
SCE_NP_WEBAPI_SERVER_ERROR_EVENTS_NEED_TO_UPGRADE,WS-40445-7,0x8221820E,Account needs to upgrade (JSON error code: 2195982)
SCE_NP_WEBAPI_SERVER_ERROR_EVENTS_NOT_AUTHORIZED_ON_PLATFORM,WS-40446-8,0x8221820F,Parameter which is not available on the platform is specified (JSON error code: 2195983)
SCE_NP_WEBAPI_SERVER_ERROR_EVENTS_USERS_ACCESS_TOKEN_REQUIRED,WS-40447-9,0x82218210,The API which doesn't permit an access with access token authenticated only with client credential. (JSON error code: 2195984)
SCE_NP_WEBAPI_SERVER_ERROR_EVENTS_ACCESS_DENIED_DUE_TO_PARENTAL_CONTROL_SETTINGS,WS-40448-0,0x82218211,Access denied due to parental control settings (JSON error code: 2195985)
SCE_NP_WEBAPI_SERVER_ERROR_EVENTS_UNKNOWN_CLIENT,WS-40449-1,0x82218280,Client ID for access token is invalid (JSON error code: 2196096)
SCE_NP_WEBAPI_SERVER_ERROR_EVENTS_NP_TITLE_ID_NOT_FOUND,WS-40450-3,0x82218281,Title does not exist (JSON error code: 2196097)
SCE_NP_WEBAPI_SERVER_ERROR_EVENTS_NP_SERVICE_LABEL_NOT_FOUND,WS-40451-4,0x82218282,NP Service Label does not exist (JSON error code: 2196098)
SCE_NP_WEBAPI_SERVER_ERROR_EVENTS_NOT_AUTHORIZED_APPLICATION,WS-40452-5,0x82218283,This title cannot be used for the Events service (JSON error code: 2196099)
SCE_NP_WEBAPI_SERVER_ERROR_EVENTS_NP_COMMUNICATION_ID_NOT_FOUND,WS-40453-6,0x82218284,NP Communication ID does not exist (JSON error code: 2196100)
SCE_NP_WEBAPI_SERVER_ERROR_EVENTS_UNEXPECTED_ERROR,WS-40455-8,0x82218300,Unexpected error (JSON error code: 2196224)
SCE_NP_WEBAPI_SERVER_ERROR_EVENTS_INTERNAL_SERVER_ERROR,WS-40456-9,0x82218301,Internal error of the server (JSON error code: 2196225)
SCE_NP_WEBAPI_SERVER_ERROR_EVENTS_SERVICE_TEMPORARILY_UNAVAILABLE,WS-40457-0,0x82218302,Service has been temporarily stopped (JSON error code: 2196226)
SCE_NP_WEBAPI_SERVER_ERROR_EVENTS_SERVER_BUSY,WS-40458-1,0x82218303,Server overload (JSON error code: 2196227)
SCE_NP_WEBAPI_SERVER_ERROR_EVENTS_AUTHORIZATION_SERVER_ERROR,WS-40459-2,0x82218304,Authentication/authorization server error  (JSON error code: 2196228)
SCE_NP_WEBAPI_SERVER_ERROR_EVENTS_UNDER_MAINTENANCE,WS-40461-5,0x82218340,Server is under maintenance (JSON error code: 2196288)
SCE_NP_WEBAPI_SERVER_ERROR_EVENTS_SERVICE_CLOSED,WS-40462-6,0x82218341,Service has closed (JSON error code: 2196289)
SCE_NP_WEBAPI_SERVER_ERROR_EVENTS_SERVICE_NOT_READY,WS-40463-7,0x82218342,Service is not ready (JSON error code: 2196290)
SCE_NP_WEBAPI_SERVER_ERROR_EVENTS_UNKNOWN_ERROR,WS-40464-8,0x82218380,Unknown error (JSON error code: 2196352)
SCE_NP_WEBAPI_SERVER_ERROR_EVENTS_IP_ADDRESS_IS_ALREADY_REGISTERED,WS-40465-9,0x82218800,IP address is already registered (JSON error code: 2197504)
SCE_NP_WEBAPI_SERVER_ERROR_EVENTS_ACCESS_SOURCE_IP_ADDRESS_IS_SPECIFIED_FOR_DELETION,WS-40466-0,0x82218801,Access source IP address is specified for deletion (JSON error code: 2197505)
SCE_NP_WEBAPI_SERVER_ERROR_EVENTS_EXCEED_REGISTRATION_LIMIT,WS-40467-1,0x82218802,Exceeded the maximum number of IP addresses in ACL (JSON error code: 2197506)
SCE_NP_WEBAPI_SERVER_ERROR_EVENTS_CANNOT_DELETE_LAST_IP_ADDRESS_ENTRY,WS-40468-2,0x82218803,Cannot delete all of the IP address entries (JSON error code: 2197507)
SCE_NP_WEBAPI_SERVER_ERROR_EVENTS_ONLINEID_IS_ALREADY_REGISTERED_IN_ACL,WS-40469-3,0x82218810,The OnlineID has already been registered (JSON error code: 2197520)
SCE_NP_WEBAPI_SERVER_ERROR_EVENTS_EXCEED_REGISTRATION_LIMIT_OF_ONLINEID_ACL,WS-40470-5,0x82218811,Exceeded the maximum number of Online IDs in ACL (JSON error code: 2197521)
SCE_NP_WEBAPI_SERVER_ERROR_EVENTS_DURATION_SETTINGS_IS_INVALID,WS-40471-6,0x82218820,Invalid duration of event (JSON error code: 2197536)
SCE_NP_WEBAPI_SERVER_ERROR_EVENTS_EVENT_IS_ALREADY_PROMOTED,WS-40472-7,0x82218821,The event has already been promoted (JSON error code: 2197537)
SCE_NP_WEBAPI_SERVER_ERROR_EVENTS_TOTAL_SEARCHABLE_EVENTS_COUNT_EXCEED_THE_LIMIT,WS-40473-8,0x82218822,Exceeded the max number of searchable events (JSON error code: 2197538)
SCE_NP_WEBAPI_SERVER_ERROR_EVENTS_SAME_COUNTRY_CODE_CANNOT_BE_REUSED_IN_MULTIPLE_COUNTRIES_PARAMETER,WS-40474-9,0x82218823,Same country code cannot be reused in multiple countries parameter (JSON error code: 2197539)
SCE_NP_WEBAPI_SERVER_ERROR_EVENTS_THE_TARGET_EVENT_IS_CURRENTLY_BEING_UPDATED_BY_OTHER_REQUESTS,WS-40475-0,0x82218824,The event is currently being updated by other requests (JSON error code: 2197540)
SCE_NP_WEBAPI_SERVER_ERROR_EVENTS_PROCESS_OF_UPDATING_DID_NOT_COMPLETE,WS-40476-1,0x82218825,Updating the resource failed. Please retry. (JSON error code: 2197541)
SCE_NP_WEBAPI_SERVER_ERROR_EVENTS_PARAMETER_IN_BODY_CONFLICT_WITH_THE_TARGET_EVENT_TYPE,WS-40477-2,0x82218826,The parameter specified cannot be used for the event type (JSON error code: 2197542)
SCE_NP_WEBAPI_SERVER_ERROR_EVENTS_DOES_NOT_MEET_THE_EVENT_PARTICIPATION_CONDITIONS,WS-40478-3,0x82218900,Cannot access the event because of country and age restriction (JSON error code: 2197760)
SCE_NP_WEBAPI_SERVER_ERROR_EVENTS_EXPIRATION_OF_PARTICIPATION_DATA_AND_TIME,WS-40479-4,0x82218901,Participation date has passed (JSON error code: 2197761)
SCE_NP_WEBAPI_SERVER_ERROR_EVENTS_REACHED_THE_MAXIMUM_NUMBER_OF_REGISTERED_EVENTS,WS-40480-6,0x82218902,Exceeded the maximum number of events a user can register (JSON error code: 2197762)
SCE_NP_WEBAPI_SERVER_ERROR_EVENTS_CANNOT_UNREGISTER_BECAUSE_EVENT_HAS_ALREADY_FINISHED,WS-40481-7,0x82218903,Cannot unregister events have already finished (JSON error code: 2197763)
SCE_NP_WEBAPI_SERVER_ERROR_EVENTS_EVENT_HAS_BEEN_CANCELED,WS-41154-5,0x82218904,Cannot register events have already canceled. (JSON error code: 2197764)
SCE_NP_WEBAPI_SERVER_ERROR_EVENTS_REACHED_THE_MAXIMUM_NUMBER_OF_CREATED_EVENTS,WS-41155-6,0x82218905,User cannot create new events by reached the maximum number (JSON error code: 2197765)
SCE_NP_WEBAPI_SERVER_ERROR_EVENTS_CANNOT_UPDATE_BECAUSE_EVENT_HAS_ALREADY_FINISHED,WS-41156-7,0x82218906,Cannot update because event has already finished (JSON error code: 2197766)
SCE_NP_WEBAPI_SERVER_ERROR_EVENTS_CANNOT_SET_THE_MAXIMUM_NUMBER_OF_MEMBERS_SMALLER_THAN_CURRENT_PARTICIPANTS,WS-41157-8,0x82218907,User cannot set number of \players who can join\smaller than current number of \Registered Players\ (JSON error code: 2197767)
SCE_NP_WEBAPI_SERVER_ERROR_EVENTS_REACHED_THE_MAXIMUM_NUMBER_OF_PARTICIPANTS,WS-41158-9,0x82218908,Cannot register events because it reached number of \players who can join\ (JSON error code: 2197768)
SCE_NP_WEBAPI_SERVER_ERROR_EVENTS_CANNOT_REGISTER_DUE_TO_EVENT_OWNER,WS-41159-0,0x82218909,Event owner cannot unregister event which is created by own. (JSON error code: 2197769)
SCE_NP_WEBAPI_SERVER_ERROR_EVENTS_CANNOT_UPDATE_BECAUSE_EVENT_HAS_ALREADY_STARTED,WS-41160-2,0x8221890A,Cannot update because event has already started (JSON error code: 2197770)
SCE_NP_WEBAPI_SERVER_ERROR_EVENTS_CANNOT_UPDATE_BECAUSE_EVENT_HAS_NOT_BEEN_HELD,WS-41161-3,0x8221890B,Cannot update because event hasn't been held (JSON error code: 2197771)
SCE_NP_WEBAPI_SERVER_ERROR_EVENTS_CANNOT_REGISTER_EVENT_HAVING_MEMBER_BLOCKED,WS-41162-4,0x8221890C,"Since the participants are included block user, you will not be able to register the event . (JSON error code: 2197772)"
SCE_NP_WEBAPI_SERVER_ERROR_EVENTS_NOT_ALLOWED_TO_REGISTER,WS-41163-5,0x8221890D,You cannot register the event by privacy setting of participants. (JSON error code: 2197773)
SCE_NP_WEBAPI_SERVER_ERROR_EVENTS_ALREADY_REGISTERED_EVENT,WS-41164-6,0x8221890E,Already registered to the event (JSON error code: 2197774)
SCE_NP_WEBAPI_SERVER_ERROR_EVENTS_EVENT_HAS_ALREADY_FINISHED,WS-41165-7,0x8221890F,The event already finished (JSON error code: 2197775)
SCE_NP_WEBAPI_SERVER_ERROR_EVENTS_THE_RESULT_IS_ALREADY_SET,WS-41731-6,0x82218910,The result is already set (JSON error code: 2197776)
SCE_NP_WEBAPI_SERVER_ERROR_EVENTS_ACCOUNT_HAS_NOT_BEEN_LINKED_OR_LINKAGE_HAS_EXPIRED,WS-41732-7,0x82218911,"Account has not been linked, or linkage has expired (JSON error code: 2197777)"
SCE_NP_WEBAPI_SERVER_ERROR_EVENTS_TOURNAMENT_VENDOR_SERVER_TEMPORARILY_UNAVAILABLE,WS-41733-8,0x82218912,Tournament vendor server temporarily unavailable (JSON error code: 2197778)
SCE_NP_WEBAPI_SERVER_ERROR_EVENTS_THIS_API_DOES_NOT_SUPPORT_THE_EVENT_TYPE,WS-41734-9,0x82218913,The API does not support the event type (JSON error code: 2197779)
SCE_NP_WEBAPI_SERVER_ERROR_EVENTS_TOURNAMENT_VENDOR_SERVER_RETURNS_AN_ERROR_RESPONSE,WS-41735-0,0x82218914,Tournament vendor server returned an error response (JSON error code: 2197780)
SCE_NP_WEBAPI_SERVER_ERROR_EVENTS_YOU_MUST_REGISTER_THE_EVENT_BEFORE_CHECK_IN,WS-41736-1,0x82218915,You must register the event before check in (JSON error code: 2197781)
SCE_NP_WEBAPI_SERVER_ERROR_EVENTS_EXPIRATION_OF_CHECK_IN_TIME,WS-41737-2,0x82218916,The Check-in period has passed (JSON error code: 2197782)
SCE_NP_WEBAPI_SERVER_ERROR_EVENTS_YOU_MUST_REGISTER_THE_EVENT_BEFORE_SET_PREFERENCE,WS-41738-3,0x82218917,You must register the event before setting preference (JSON error code: 2197783)
SCE_NP_WEBAPI_SERVER_ERROR_EVENTS_ACCESS_DENIED_DUE_TO_INVALID_TEAM_PERMISSION,WS-42044-4,0x82218918,Access denied due to invalid team permission (JSON error code: 2197784)
SCE_NP_WEBAPI_SERVER_ERROR_EVENTS_TEAM_IS_ALREADY_REGISTERED_WITH_ANOTHER_ROSTER,WS-42045-5,0x82218919,Team is already registered with another roster (JSON error code: 2197785)
SCE_NP_WEBAPI_SERVER_ERROR_GROUPS_BAD_REQUEST,WS-42046-6,0x8221B001,"Details are unknown, but an invalid value was included in request (header, body, query string, etc.) (JSON error code: 2207745)"
SCE_NP_WEBAPI_SERVER_ERROR_GROUPS_UNSUPPORTED_API_VERSION,WS-42047-7,0x8221B002,Unsupported API version (JSON error code: 2207746)
SCE_NP_WEBAPI_SERVER_ERROR_GROUPS_TOO_LARGE_BODY,WS-42048-8,0x8221B003,Request body is too long (JSON error code: 2207747)
SCE_NP_WEBAPI_SERVER_ERROR_GROUPS_INVALID_NP_ENVIRONMENT,WS-42049-9,0x8221B004,Environment name is invalid (JSON error code: 2207748)
SCE_NP_WEBAPI_SERVER_ERROR_GROUPS_INVALID_OAUTH_CLIENT_ID,WS-42055-6,0x8221B00A,OAuth client ID is invalid (JSON error code: 2207754)
SCE_NP_WEBAPI_SERVER_ERROR_GROUPS_USER_NOT_FOUND,WS-42057-8,0x8221B00C,Target user does not exist (JSON error code: 2207756)
SCE_NP_WEBAPI_SERVER_ERROR_GROUPS_RESOURCE_NOT_FOUND,WS-42058-9,0x8221B00D,Target resource does not exist (JSON error code: 2207757)
SCE_NP_WEBAPI_SERVER_ERROR_GROUPS_ACCESS_DENIED_BY_RESOURCE_OWNERSHIP,WS-42059-0,0x8221B00E,"Access attempted by a non-owner for a resource that only the resource owner can access. For example, attempted to obtain a friend list with presence information of another user. (JSON error code: 2207758)"
SCE_NP_WEBAPI_SERVER_ERROR_GROUPS_INVALID_QUERY_STRING,WS-42060-2,0x8221B100,"Details are unknown, but an value in query string is invalid (JSON error code: 2208000)"
SCE_NP_WEBAPI_SERVER_ERROR_GROUPS_INVALID_QUERY_PARAMETER,WS-42061-3,0x8221B101,Query parameter value in query string is invalid (JSON error code: 2208001)
SCE_NP_WEBAPI_SERVER_ERROR_GROUPS_INVALID_QUERY_PARAMETER_COMBINATION,WS-42062-4,0x8221B102,Query parameter combination in query string is invalid (JSON error code: 2208002)
SCE_NP_WEBAPI_SERVER_ERROR_GROUPS_UNAVAILABLE_QUERY_PARAMETER_FOR_RESOURCE,WS-42063-5,0x8221B103,Specified query parameter cannot be used for the specified resource (JSON error code: 2208003)
SCE_NP_WEBAPI_SERVER_ERROR_GROUPS_INVALID_PARAMETER_IN_URL,WS-42064-6,0x8221B104,Parameter section value included in URL is invalid (JSON error code: 2208004)
SCE_NP_WEBAPI_SERVER_ERROR_GROUPS_MANDATORY_QUERY_PARAMETER_MISSING,WS-42065-7,0x8221B105,Query parameter required for query string does not exist (JSON error code: 2208005)
SCE_NP_WEBAPI_SERVER_ERROR_GROUPS_INVALID_HEADER,WS-42066-8,0x8221B140,Header value for request header is invalid (JSON error code: 2208064)
SCE_NP_WEBAPI_SERVER_ERROR_GROUPS_HEADER_REQUIRED,WS-42067-9,0x8221B141,Header required for request header does not exist (JSON error code: 2208065)
SCE_NP_WEBAPI_SERVER_ERROR_GROUPS_INVALID_BODY,WS-42068-0,0x8221B180,"Details are unknown, but request body value is invalid (JSON error code: 2208128)"
SCE_NP_WEBAPI_SERVER_ERROR_GROUPS_NULL_VALUE_NOT_ALLOWED,WS-42069-1,0x8221B181,A member with a null value in request body exists (JSON error code: 2208129)
SCE_NP_WEBAPI_SERVER_ERROR_GROUPS_INVALID_BODY_PARAMETER,WS-42070-3,0x8221B182,Request body member value is invalid (JSON error code: 2208130)
SCE_NP_WEBAPI_SERVER_ERROR_GROUPS_INVALID_BODY_PARAMETER_LIST_LENGTH,WS-42071-4,0x8221B183,Number of elements for request body array type members is invalid (JSON error code: 2208131)
SCE_NP_WEBAPI_SERVER_ERROR_GROUPS_INVALID_BODY_PARAMETER_COMBINATION,WS-42072-5,0x8221B184,Request body member combination is invalid (JSON error code: 2208132)
SCE_NP_WEBAPI_SERVER_ERROR_GROUPS_BLOCKED_USER_EXISTS,WS-42073-6,0x8221B185,Blocked user can't be specified (JSON error code: 2208133)
SCE_NP_WEBAPI_SERVER_ERROR_GROUPS_MANDATORY_BODY_PARAMETER_MISSING,WS-42074-7,0x8221B186,Member required for request body does not exist (JSON error code: 2208134)
SCE_NP_WEBAPI_SERVER_ERROR_GROUPS_INVALID_MULTIPART_HEADER,WS-42075-8,0x8221B187,Parameter for multipart header in request body is invalid (JSON error code: 2208135)
SCE_NP_WEBAPI_SERVER_ERROR_GROUPS_MANDATORY_MULTIPART_HEADER_MISSING,WS-42076-9,0x8221B188,Member required for multipart header parameter in request body does not exist (JSON error code: 2208136)
SCE_NP_WEBAPI_SERVER_ERROR_GROUPS_ACCESS_TOKEN_REQUIRED,WS-42077-0,0x8221B200,No access token (JSON error code: 2208256)
SCE_NP_WEBAPI_SERVER_ERROR_GROUPS_INVALID_ACCESS_TOKEN,WS-42078-1,0x8221B201,Access token is an invalid value or is corrupted (JSON error code: 2208257)
SCE_NP_WEBAPI_SERVER_ERROR_GROUPS_EXPIRED_ACCESS_TOKEN,WS-42079-2,0x8221B202,Access token is expired (JSON error code: 2208258)
SCE_NP_WEBAPI_SERVER_ERROR_GROUPS_NOT_AUTHORIZED,WS-42083-7,0x8221B206,Not authorized to access specified resource or use query parameter (JSON error code: 2208262)
SCE_NP_WEBAPI_SERVER_ERROR_GROUPS_BANNED_USER,WS-42085-9,0x8221B208,Banned user (JSON error code: 2208264)
SCE_NP_WEBAPI_SERVER_ERROR_GROUPS_BANNED_DEVICE,WS-42086-0,0x8221B209,Banned device (JSON error code: 2208265)
SCE_NP_WEBAPI_SERVER_ERROR_GROUPS_RATE_LIMIT_EXCEEDED,WS-42088-2,0x8221B20B,API rate limit was exceeded (JSON error code: 2208267)
SCE_NP_WEBAPI_SERVER_ERROR_GROUPS_NOT_AUTHORIZED_ACCESS_TOKEN,WS-42090-5,0x8221B20D,Access token was obtained with an invalid procedure (JSON error code: 2208269)
SCE_NP_WEBAPI_SERVER_ERROR_GROUPS_NEED_TO_UPGRADE,WS-42091-6,0x8221B20E,Account needs to upgrade (JSON error code: 2208270)
SCE_NP_WEBAPI_SERVER_ERROR_GROUPS_USERS_ACCESS_TOKEN_REQUIRED,WS-42093-8,0x8221B210,The API which doesn't permit an access with access token authenticated only with client credential. (JSON error code: 2208272)
SCE_NP_WEBAPI_SERVER_ERROR_GROUPS_ACCESS_DENIED_DUE_TO_PARENTAL_CONTROL_SETTINGS,WS-42094-9,0x8221B211,Access denied due to parental control settings (JSON error code: 2208273)
SCE_NP_WEBAPI_SERVER_ERROR_GROUPS_UNEXPECTED_ERROR,WS-42101-8,0x8221B300,Unexpected error (JSON error code: 2208512)
SCE_NP_WEBAPI_SERVER_ERROR_GROUPS_INTERNAL_SERVER_ERROR,WS-42102-9,0x8221B301,Internal error of the server (JSON error code: 2208513)
SCE_NP_WEBAPI_SERVER_ERROR_GROUPS_SERVICE_TEMPORARILY_UNAVAILABLE,WS-42103-0,0x8221B302,Service has been temporarily stopped (JSON error code: 2208514)
SCE_NP_WEBAPI_SERVER_ERROR_GROUPS_SERVER_BUSY,WS-42104-1,0x8221B303,Server overload (JSON error code: 2208515)
SCE_NP_WEBAPI_SERVER_ERROR_GROUPS_AUTHORIZATION_SERVER_ERROR,WS-42105-2,0x8221B304,Authentication/authorization server error  (JSON error code: 2208516)
SCE_NP_WEBAPI_SERVER_ERROR_GROUPS_UNDER_MAINTENANCE,WS-42107-4,0x8221B340,Server is under maintenance (JSON error code: 2208576)
SCE_NP_WEBAPI_SERVER_ERROR_GROUPS_SERVICE_CLOSED,WS-42108-5,0x8221B341,Service has closed (JSON error code: 2208577)
SCE_NP_WEBAPI_SERVER_ERROR_GROUPS_SERVICE_NOT_READY,WS-42109-6,0x8221B342,Service is not ready (JSON error code: 2208578)
SCE_NP_WEBAPI_SERVER_ERROR_GROUPS_UNKNOWN_ERROR,WS-42110-8,0x8221B380,Unknown error (JSON error code: 2208640)
SCE_NP_WEBAPI_SERVER_ERROR_GROUPS_EXCEEDED_GROUP_MEMBERS_LIMIT,WS-42111-9,0x8221B400,Max number of Group members exceeded (JSON error code: 2208768)
SCE_NP_WEBAPI_SERVER_ERROR_GROUPS_EXCEEDED_PARTICIPATING_GROUPS_LIMIT,WS-42112-0,0x8221B401,Max number of participating Groups exceeded (JSON error code: 2208769)
SCE_NP_WEBAPI_SERVER_ERROR_GROUPS_ALREADY_GROUP_MEMBER,WS-42113-1,0x8221B402,Already Group member (JSON error code: 2208770)
SCE_NP_WEBAPI_SERVER_ERROR_GROUPS_REJECTED_DUE_TO_ALL_TARGETS_SETTINGS,WS-42114-2,0x8221B404,Inviting members to a team is rejected due to all targets' settings (JSON error code: 2208772)
SCE_NP_WEBAPI_SERVER_ERROR_GROUPS_REJECTED_DUE_TO_APPLICANT_ROLE,WS-42115-3,0x8221B405,Request is rejected due to applicant role (JSON error code: 2208773)
SCE_NP_WEBAPI_SERVER_ERROR_GROUPS_NOT_REGISTERED_TO_THE_TEAM,WS-42116-4,0x8221B406,Target user is not registered to the team (JSON error code: 2208774)
SCE_NP_WEBAPI_SERVER_ERROR_ACTIVITY_FEED_INVALID_REQUEST,WS-37246-2,0x82302F01,The specified target type was invalid or the story type wasn't specified in the POST json (JSON error code: 3157761)
SCE_NP_WEBAPI_SERVER_ERROR_ACTIVITY_FEED_INTERNAL_ERROR,WS-37247-3,0x82302F02,Internal error occurred (JSON error code: 3157762)
SCE_NP_WEBAPI_SERVER_ERROR_ACTIVITY_FEED_SERVICE_UNAVAILABLE,WS-37248-4,0x82302F03,Server is undergoing maintenance (JSON error code: 3157763)
SCE_NP_WEBAPI_SERVER_ERROR_ACTIVITY_FEED_INVALID_PARAMETER,WS-37249-5,0x82302F05,The JSON parameter was invalid (JSON error code: 3157765)
SCE_NP_WEBAPI_SERVER_ERROR_ACTIVITY_FEED_NOT_IMPLEMENTED,WS-37250-7,0x82302F07,Method not implemented (JSON error code: 3157767)
SCE_NP_WEBAPI_SERVER_ERROR_ACTIVITY_FEED_UNSUPPORTED_MEDIA_TYPE,WS-37253-0,0x82302F0A,Standard 415 media type error (JSON error code: 3157770)
SCE_NP_WEBAPI_SERVER_ERROR_ACTIVITY_FEED_INVALID_PSN_ACCESS_TOKEN,WS-37254-1,0x82302F12,Access token is invalid (JSON error code: 3157778)
SCE_NP_WEBAPI_SERVER_ERROR_ACTIVITY_FEED_PRIVACY_VIOLATION,WS-37255-2,0x82302F14,Privacy violation - user cannot see feed because there are no privacy settings (JSON error code: 3157780)
SCE_NP_WEBAPI_SERVER_ERROR_ACTIVITY_FEED_POST_RATE_LIMIT_EXCEEDED,WS-37256-3,0x82302F31,Rate limit was exceeded (JSON error code: 3157809)
SCE_NP_WEBAPI_SERVER_ERROR_ACTIVITY_FEED_NO_FEED_CONTENT,WS-37257-4,0x82302F32,The activity feed is empty (i.e. not POSTs ever occurred for this user) (JSON error code: 3157810)
