SCE_KERNEL_ERROR_EPERM,CE-30001-4,0x80020001,Operation not permitted
SCE_NET_ERROR_ECONNREFUSED,NW-31201-7,0x8041013D,Connection request was denied
SCE_NET_ERROR_ELOOP,NW-31202-8,0x8041013E,Internal error
SCE_NET_ERROR_ENAMETOOLONG,NW-31203-9,0x8041013F,Specified name is too long
SCE_NET_ERROR_EHOSTDOWN,NW-31204-0,0x80410140,Did not reach other side
SCE_NET_ERROR_EHOSTUNREACH,NW-31205-1,0x80410141,Network unreachable
SCE_NET_ERROR_ENOTEMPTY,NW-31206-2,0x80410142,Memory is in use
SCE_NET_ERROR_EPROCLIM,NW-31207-3,0x80410143,Internal error
SCE_NET_ERROR_EUSERS,NW-31208-4,0x80410144,Internal error
SCE_NET_ERROR_EDQUOT,NW-31209-5,0x80410145,Internal error
SCE_NET_ERROR_ESTALE,NW-31210-7,0x80410146,Internal error
SCE_NET_ERROR_EREMOTE,NW-31211-8,0x80410147,Internal error
SCE_NET_ERROR_EBADRPC,NW-31212-9,0x80410148,Internal error
SCE_NET_ERROR_ERPCMISMATCH,NW-31213-0,0x80410149,Internal error
SCE_NET_ERROR_EPROGUNAVAIL,NW-31214-1,0x8041014A,Internal error
SCE_NET_ERROR_EPROGMISMATCH,NW-31215-2,0x8041014B,Internal error
SCE_NET_ERROR_EPROCUNAVAIL,NW-31216-3,0x8041014C,Internal error
SCE_NET_ERROR_ENOLCK,NW-31217-4,0x8041014D,Internal error
SCE_NET_ERROR_ENOSYS,NW-31218-5,0x8041014E,Internal error
SCE_NET_ERROR_EFTYPE,NW-31219-6,0x8041014F,Internal error
SCE_NET_ERROR_EAUTH,NW-31220-8,0x80410150,Internal error
SCE_NET_ERROR_ENEEDAUTH,NW-31221-9,0x80410151,Internal error
SCE_NET_ERROR_EIDRM,NW-31222-0,0x80410152,Internal error
SCE_NET_ERROR_ENOMS,NW-31223-1,0x80410153,Internal error
SCE_NET_ERROR_EOVERFLOW,NW-31224-2,0x80410154,Internal error
SCE_NET_ERROR_ECANCELED,NW-31225-3,0x80410155,Termination process of Net library ID in use was executed
SCE_NET_ERROR_EPROTO,NW-39216-1,0x8041015C,Socket that is bound to any port was connected to the server
SCE_NET_ERROR_EADHOC,NW-31226-4,0x804101A0,UDP or TCP was attempted in the ad hoc communication mode
SCE_NET_ERROR_ERESERVED161,NW-31227-5,0x804101A1,Internal error
SCE_NET_ERROR_ERESERVED162,NW-31228-6,0x804101A2,Internal error
SCE_NET_ERROR_EINACTIVEDISABLED,NW-31229-7,0x804101A3,Network disconnection occurred owing to releasing an IP address
SCE_NET_ERROR_ENODATA,NW-31230-9,0x804101A4,Internal error
SCE_NET_ERROR_EDESC,NW-31231-0,0x804101A5,Internal error
SCE_NET_ERROR_EDESCTIMEDOUT,NW-31232-1,0x804101A6,Internal error
SCE_NET_ERROR_ENETINTR,NW-31233-2,0x804101A7,Internal error
SCE_NET_ERROR_ENOTINIT,NW-31234-3,0x804101C8,libnet not initialized
SCE_NET_ERROR_ENOLIBMEM,NW-31235-4,0x804101C9,Insufficient memory (library)
SCE_NET_ERROR_ERESERVED202,NW-31236-5,0x804101CA,Internal error
SCE_NET_ERROR_ECALLBACK,NW-31237-6,0x804101CB,Internal error
SCE_NET_ERROR_EINTERNAL,NW-31238-7,0x804101CC,Internal error
SCE_NET_ERROR_ERETURN,NW-31239-8,0x804101CD,libnetctl error was returned
SCE_NET_ERROR_ENOALLOCMEM,NW-31240-0,0x804101CE,Insufficient memory (library)
SCE_NET_ERROR_RESOLVER_EINTERNAL,NW-31241-1,0x804101DC,Internal error
SCE_NET_ERROR_RESOLVER_EBUSY,NW-31242-2,0x804101DD,Resolver was in use
SCE_NET_ERROR_RESOLVER_ENOSPACE,NW-31243-3,0x804101DE,Insufficient memory (library)
SCE_NET_ERROR_RESOLVER_EPACKET,NW-31244-4,0x804101DF,Invalid DNS response
SCE_NET_ERROR_RESOLVER_ERESERVED224,NW-31245-5,0x804101E0,Internal error
SCE_NET_ERROR_RESOLVER_ENODNS,NW-31246-6,0x804101E1,DNS server not specified
SCE_NET_ERROR_RESOLVER_ETIMEDOUT,NW-31247-7,0x804101E2,Timeout occurred
SCE_NET_ERROR_RESOLVER_ENOSUPPORT,NW-31248-8,0x804101E3,Unsupported function requested by server
SCE_NET_ERROR_RESOLVER_EFORMAT,NW-31249-9,0x804101E4,Invalid response from server
SCE_NET_ERROR_RESOLVER_ESERVERFAILURE,NW-31250-1,0x804101E5,Temporary error from server
SCE_NET_ERROR_RESOLVER_ENOHOST,NW-31251-2,0x804101E6,Inquired host name does not exist
SCE_NET_ERROR_RESOLVER_ENOTIMPLEMENTED,NW-31252-3,0x804101E7,Inquired function is not implemented
SCE_NET_ERROR_RESOLVER_ESERVERREFUSED,NW-31253-4,0x804101E8,Inquiry denied
SCE_NET_ERROR_RESOLVER_ENORECORD,NW-31254-5,0x804101E9,Inquired record does not exist
SCE_NET_ERROR_RESOLVER_EALIGNMENT,NW-31255-6,0x804101EA,Invalid alignment
SCE_NET_CTL_ERROR_NOT_INITIALIZED,NW-31302-9,0x80412101,NetCtl library not initialized.
SCE_NET_CTL_ERROR_CALLBACK_MAX,NW-31303-0,0x80412103,Over maximum number of callback registered.
SCE_NET_CTL_ERROR_ID_NOT_FOUND,NW-31304-1,0x80412104,Specified ID is not found.
SCE_NET_CTL_ERROR_INVALID_ID,NW-31305-2,0x80412105,Specified ID is not found.
SCE_NET_CTL_ERROR_INVALID_CODE,NW-31306-3,0x80412106,Invalid code specified.
SCE_NET_CTL_ERROR_INVALID_ADDR,NW-31307-4,0x80412107,Invalid address specified.
SCE_NET_CTL_ERROR_NOT_CONNECTED,NW-31308-5,0x80412108,Network not connected.
SCE_NET_CTL_ERROR_NOT_AVAIL,NW-31309-6,0x80412109,Information not available.
SCE_NET_CTL_ERROR_NETWORK_DISABLED,NW-31310-8,0x8041210D,Network disabled.
SCE_NET_CTL_ERROR_DISCONNECT_REQ,NW-31311-9,0x8041210E,Disconnect event occured by disconnect request.
SCE_NET_CTL_ERROR_INVALID_TYPE,NW-31312-0,0x8041210F,The specified type is invalid.
SCE_NET_CTL_ERROR_INVALID_SIZE,NW-31313-1,0x80412111,Structure size specified in size member of the structure is invalid.
SCE_NET_CTL_ERROR_ETHERNET_PLUGOUT,NW-31314-2,0x80412115,Ethernet cable is unplugged.
SCE_NET_CTL_ERROR_WIFI_DEAUTHED,NW-31315-3,0x80412116,Deauthorized by access point.
SCE_NET_CTL_ERROR_WIFI_BEACON_LOST,NW-31316-4,0x80412117,Could not receive beacon from access point.
SCE_NET_CTL_ERROR_IPCINT_OUT_OF_MEMORY,NW-31319-7,0x80412183,Could not allocate memory.
SCE_NET_CTL_ERROR_IPCINT_BUSY,NW-31323-2,0x80412187,"Scan の処理中に再度 API を呼んだ。, Not executed due to processing of connect or scan."
SCE_NET_CTL_ERROR_IPCINT_INVALID_SSID,NW-31332-2,0x80412190,The specified SSID is invalid.
SCE_NET_CTL_ERROR_IPCINT_INVALID_SSIDS_NUM,NW-31333-3,0x80412191,The specified number of SSIDs is invalid.
SCE_NET_CTL_ERROR_IPCINT_SCANINFO_LOCKED,NW-31337-7,0x80412199,Could not get scan information due to processing of scan.
SCE_NET_CTL_ERROR_IPCINT_INVALID_SCANINFO_BSSID,NW-31339-9,0x8041219D,The specified BSSID for getting scan information is invalid.
SCE_NET_CTL_ERROR_IPCINT_INVALID_SIZE,NW-31340-1,0x8041219E,The value of size member variable of specified structure is invalid.
SCE_NET_CTL_ERROR_IPCINT_NO_SCANINFO,NW-31341-2,0x8041219F,There is no scan result.
SCE_NET_CTL_ERROR_IPCINT_PROHIBITED,NW-38529-7,0x804121A1,Prohibited function call.
SCE_GAME_UPDATE_ERROR_NOT_INITIALIZED,NW-31407-5,0x80412801,GameUpdate library not initialized.
SCE_GAME_UPDATE_ERROR_ALREADY_INITIALIZED,NW-31408-6,0x80412802,GameUpdate library already initialized.
SCE_GAME_UPDATE_ERROR_INVALID_ARG,NW-31409-7,0x80412803,Invalid argument.
SCE_GAME_UPDATE_ERROR_INVALID_SIZE,NW-31410-9,0x80412804,Specified size is invalid.
SCE_GAME_UPDATE_ERROR_REQUEST_NOT_FOUND,NW-31411-0,0x80412805,Specified request is not found.
SCE_GAME_UPDATE_ERROR_TOO_MANY_REQUESTS,NW-31412-1,0x80412806,Cannot create more requests.
SCE_GAME_UPDATE_ERROR_ABORTED,NW-31418-7,0x80412807,Patch check is canceled.
SCE_GAME_UPDATE_ERROR_BUSY,NW-31417-6,0x80412808,Patch check is in execution.
SCE_GAME_UPDATE_ERROR_NO_SUCH_TITLE,NW-31413-2,0x8041280A,Specified title ID is not found.
SCE_NET_CTL_AP_ERROR_INVALID_OPTSTR,NW-39219-4,0x80412901,The specified optStr is invalid.
SCE_NET_CTL_AP_ERROR_APP_PROCESS_SUSPEND,NW-39220-6,0x80412902,AP is stopped due to app process suspend.
SCE_NET_CTL_AP_ERROR_IPADDR_CONFLICT,NW-39221-7,0x80412903,PS4 attempts to assign an IP address as an client which causes collision with AP's LAN address.
SCE_NET_CTL_AP_ERROR_FREQ_BAND_CONFLICT,NW-40773-1,0x80412904,Frequency band used for PS4 connecting to an AP conflicts with the one for AP.
SCE_NET_APCTL_ERROR_VSH_NOT_INITIALIZED,NW-31422-2,0x80412981,NetApctl library is not initialized.
SCE_NET_APCTL_ERROR_VSH_NOT_TERMINATED,NW-31423-3,0x80412982,NetApctl library is not terminated.
SCE_NET_APCTL_ERROR_VSH_INVALID_ADDR,NW-31424-4,0x80412983,The specified pointer address is invalid.
SCE_NET_APCTL_ERROR_VSH_CALLBACK_MAX,NW-31425-5,0x80412984,Over max number of callback function.
SCE_NET_APCTL_ERROR_VSH_INVALID_ID,NW-31426-6,0x80412985,The specified ID is invalid.
SCE_NET_APCTL_ERROR_VSH_BUSY,NW-31427-7,0x80412986,Not executed due to already processing.
SCE_NET_APCTL_ERROR_VSH_UNKNOWN_WIFI_SECURITY,NW-31428-8,0x80412987,The specified wifi_security is invalid.
SCE_NET_APCTL_ERROR_VSH_INVALID_WIFI_SECURITY_KEY_LEN,NW-31429-9,0x80412988,The length of specified wifi_security_key is invalid.
SCE_NET_APCTL_ERROR_VSH_UNKNOWN_IP_CONFIG,NW-31430-1,0x80412989,The specified ip_config is invalid.
SCE_NET_APCTL_ERROR_VSH_INVALID_IPADDR,NW-31431-2,0x8041298A,"sceNetInetNtop() がエラーになった）。, The specified IP address is invalid. (sceNetInetPton(), sceNetInetNtop() return error.)"
SCE_NET_APCTL_ERROR_VSH_INVALID_SSID,NW-31432-3,0x8041298B,The specified SSID is invalid.
SCE_NET_APCTL_ERROR_VSH_INVALID_WIFI_SECURITY_KEY,NW-31433-4,0x8041298C,The string of specified wifi_security_key is invalid.
SCE_NET_APCTL_ERROR_VSH_INVALID_SIZE,NW-31434-5,0x8041298D,The value of size member variable of specified structure is invalid.
SCE_NET_CTL_AP_ERROR_AP_DISABLED,NW-31435-6,0x8041298E,AP disabled.
SCE_NET_CTL_AP_ERROR_NOT_STARTED,NW-31436-7,0x8041298F,AP not started.
SCE_NET_CTL_AP_ERROR_INVALID_TYPE,NW-31437-8,0x80412990,specified type is invalid.
SCE_NET_CTL_AP_ERROR_INVALID_ADDR,NW-31438-9,0x80412991,The specified pointer address is invalid.
SCE_NET_CTL_AP_ERROR_CHANNEL_CONFLICT,NW-31439-0,0x80412992,PS4 attempts to connect to an AP with different channel during AP enabled.
SCE_NET_CTL_AP_ERROR_STOP_REQ,NW-31440-2,0x80412993,Stop API is called.
SCE_NET_CTL_AP_ERROR_NOT_INITIALIZED,NW-31441-3,0x80412994,NetCtlAp library is not initialized.
SCE_NET_CTL_AP_ERROR_CALLBACK_MAX,NW-31442-4,0x80412995,Over max number of callback function.
SCE_NET_CTL_AP_ERROR_INVALID_ID,NW-31443-5,0x80412996,The specified ID is invalid.
SCE_NET_CTL_AP_ERROR_ID_NOT_FOUND,NW-31444-6,0x80412997,The specified ID is not found.
SCE_NET_CTL_AP_ERROR_INVALID_SIZE,NW-31445-7,0x80412998,size member in specified structure is invalid.
SCE_NET_CTL_AP_ERROR_OWNER_CHANGED,NW-39222-8,0x8041299A,AP is disconnected because high priority AP instance started.
SCE_NET_CTL_AP_ERROR_VSH_INVALID_OPTSTR,NW-39223-9,0x8041299B,The specified optStr is invalid.
SCE_HTTP_ERROR_BEFORE_INIT,NW-31446-8,0x80431001,Before library initialization
SCE_HTTP_ERROR_ALREADY_INITED,NW-31447-9,0x80431020,Library is already initialized
SCE_HTTP_ERROR_BUSY,NW-31448-0,0x80431021,The specified resource is under use
SCE_HTTP_ERROR_OUT_OF_MEMORY,NW-31449-1,0x80431022,Insufficient free memory space
SCE_HTTP_ERROR_NOT_FOUND,NW-31450-3,0x80431025,The specified element does not exist
SCE_HTTP_ERROR_UNKNOWN_SCHEME,NW-31451-4,0x80431061,Invalid scheme was specified
SCE_HTTP_ERROR_NETWORK,NW-31452-5,0x80431063,Unused
SCE_HTTP_ERROR_BAD_RESPONSE,NW-31453-6,0x80431064,Response is invalid
SCE_HTTP_ERROR_BEFORE_SEND,NW-31454-7,0x80431065,The specified request has not been sent yet
SCE_HTTP_ERROR_AFTER_SEND,NW-31455-8,0x80431066,Request API was called after request transmission
SCE_HTTP_ERROR_TIMEOUT,NW-31456-9,0x80431068,Timed out
SCE_HTTP_ERROR_UNKNOWN_AUTH_TYPE,NW-31457-0,0x80431069,The specified authentication type unknown
SCE_HTTP_ERROR_INVALID_VERSION,NW-31458-1,0x8043106A,Invalid version was specified
SCE_HTTP_ERROR_UNKNOWN_METHOD,NW-31459-2,0x8043106B,The value specified in method is invalid
SCE_HTTP_ERROR_READ_BY_HEAD_METHOD,NW-31460-4,0x8043106F,The specified request is for the HEAD method
SCE_HTTP_ERROR_NOT_IN_COM,NW-31461-5,0x80431070,Internal error
SCE_HTTP_ERROR_NO_CONTENT_LENGTH,NW-31462-6,0x80431071,Acquisition API was called by the transaction in which Content-Length is not contained
SCE_HTTP_ERROR_CHUNK_ENC,NW-31463-7,0x80431072,Acquisition API was called by the transaction in which Content-Length is not contained
SCE_HTTP_ERROR_TOO_LARGE_RESPONSE_HEADER,NW-31464-8,0x80431073,Too large a response header was received
SCE_HTTP_ERROR_SSL,NW-31465-9,0x80431075,Failed to SSL communication
SCE_HTTP_ERROR_INSUFFICIENT_STACKSIZE,NW-34347-1,0x80431076,insufficient stack size
SCE_HTTP_ERROR_ABORTED,NW-31466-0,0x80431080,Interruption API is called
SCE_HTTP_ERROR_UNKNOWN,NW-31467-1,0x80431081,Internal error
SCE_HTTP_ERROR_EAGAIN,NW-34923-1,0x80431082,Request is in blocking state
SCE_HTTP_ERROR_PROXY,NW-31468-2,0x80431084,Failed to establish the connection to the HTTP Proxy
SCE_HTTP_ERROR_BROKEN,NW-31469-3,0x80431085,Internal error
SCE_HTTP_ERROR_INVALID_ID,NW-31470-5,0x80431100,Invalid object ID was specified
SCE_HTTP_ERROR_OUT_OF_SIZE,NW-31471-6,0x80431104,The buffer size is insufficient
SCE_HTTP_ERROR_INVALID_VALUE,NW-31472-7,0x804311FE,Invalid value was specified
SCE_HTTP_ERROR_PARSE_HTTP_NOT_FOUND,NW-31473-8,0x80432025,The specified header field does not exist
SCE_HTTP_ERROR_PARSE_HTTP_INVALID_RESPONSE,NW-31474-9,0x80432060,The specified header field does not exist
SCE_HTTP_ERROR_PARSE_HTTP_INVALID_VALUE,NW-31475-0,0x804321FE,The specified header field does not exist
SCE_HTTP_ERROR_INVALID_URL,NW-31476-1,0x80433060,Invalid URL was specified
SCE_HTTPS_ERROR_CERT,NW-31477-2,0x80435060,Server certificate is invalid
SCE_HTTPS_ERROR_HANDSHAKE,NW-31478-3,0x80435061,Failed to SSL handshake
SCE_HTTPS_ERROR_IO,NW-31479-4,0x80435062,Some communication error occurred during SSL communication
SCE_HTTPS_ERROR_INTERNAL,NW-31480-6,0x80435063,Internal Ssl library error
SCE_HTTPS_ERROR_PROXY,NW-31481-7,0x80435064,HTTP PROXY server returned an error before SSL communication
SCE_HTTPS_ERROR_PROHIBITED,NW-31482-8,0x8043506B,called API with prohibited options
SCE_HTTP_ERROR_RESOLVER_EPACKET,NW-31483-9,0x80436001,Invalid DNS response
SCE_HTTP_ERROR_RESOLVER_ENODNS,NW-31484-0,0x80436002,DNS server not specified
SCE_HTTP_ERROR_RESOLVER_ETIMEDOUT,NW-31485-1,0x80436003,Timeout occurred
SCE_HTTP_ERROR_RESOLVER_ENOSUPPORT,NW-31486-2,0x80436004,Unsupported function requested by server
SCE_HTTP_ERROR_RESOLVER_EFORMAT,NW-31487-3,0x80436005,Invalid response from server
SCE_HTTP_ERROR_RESOLVER_ESERVERFAILURE,NW-31488-4,0x80436006,Temporary error from server
SCE_HTTP_ERROR_RESOLVER_ENOHOST,NW-31489-5,0x80436007,Inquired host name does not exist
SCE_HTTP_ERROR_RESOLVER_ENOTIMPLEMENTED,NW-31490-7,0x80436008,Inquired function is not implemented
SCE_HTTP_ERROR_RESOLVER_ESERVERREFUSED,NW-31491-8,0x80436009,Inquiry denied
SCE_HTTP_ERROR_RESOLVER_ENORECORD,NW-31492-9,0x8043600A,Inquired record does not exist
SCE_FONT_ERROR_FATAL,CE-31493-0,0x80460001,Fatal error
SCE_FONT_ERROR_INVALID_PARAMETER,CE-31494-1,0x80460002,Invalid argument value detected
SCE_FONT_ERROR_INVALID_MEMORY,CE-31495-2,0x80460003,Invalid SceFontMemory detected
SCE_FONT_ERROR_INVALID_LIBRARY,CE-31496-3,0x80460004,Invalid SceFontLibrary detected
SCE_FONT_ERROR_INVALID_FONT_HANDLE,CE-31497-4,0x80460005,Invalid SceFontHandle detected
SCE_FONT_ERROR_INVALID_GLYPH,CE-31498-5,0x80460006,Invalid SceFontGlyph detected
SCE_FONT_ERROR_INVALID_RENDERER,CE-31499-6,0x80460007,Invalid SceFontRenderer detected
SCE_FONT_ERROR_INVALID_TEXT_SOURCE,CE-37591-5,0x80460008,Invalid SceFontTextSource detected
SCE_FONT_ERROR_INVALID_STRING,CE-37592-6,0x80460009,Invalid SceFontString detected
SCE_FONT_ERROR_INVALID_WRITING,CE-37593-7,0x8046000A,Invalid SceFontWriting/SceFontWrintingLine detected
SCE_FONT_ERROR_ALLOCATION_FAILED,CE-31500-9,0x80460010,Memory allocation failed
SCE_FONT_ERROR_FS_OPEN_FAILED,CE-31501-0,0x80460011,File open failed
SCE_FONT_ERROR_NO_SUPPORT_LIBRARY,CE-31502-1,0x80460018,Unsupported library
SCE_FONT_ERROR_NO_SUPPORT_FORMAT,CE-31503-2,0x80460019,Unsupported format
SCE_FONT_ERROR_NO_SUPPORT_FUNCTION,CE-31504-3,0x80460020,Unsupported function
SCE_FONT_ERROR_ALREADY_SPECIFIED,CE-31505-4,0x80460021,Already specified
SCE_FONT_ERROR_ALREADY_ATTACHED,CE-31506-5,0x80460022,Already attached
SCE_FONT_ERROR_ALREADY_OPENED,CE-31507-6,0x80460023,Already opened font detected
SCE_FONT_ERROR_NOT_ATTACHED_CACHE_BUFFER,CE-31508-7,0x80460025,No cache buffer
SCE_FONT_ERROR_NO_SUPPORT_FONTSET,CE-31509-8,0x80460031,Unsupported font set
SCE_FONT_ERROR_FONT_OPEN_MAX,CE-31510-0,0x80460033,Exceeding maximum number of font opens
SCE_FONT_ERROR_FONT_OPEN_FAILED,CE-31511-1,0x80460036,Failed in font opening process
SCE_FONT_ERROR_FONT_CLOSE_FAILED,CE-31512-2,0x80460037,Failed in font closing process
SCE_FONT_ERROR_NO_SUPPORT_TYPOGRAPHY,CE-36001-0,0x80460040,Unsupported typography
SCE_FONT_ERROR_NO_SUPPORT_CODE,CE-31513-3,0x80460041,Unsupported code
SCE_FONT_ERROR_NO_SUPPORT_GLYPH,CE-31514-4,0x80460042,Glyph could not be found
SCE_FONT_ERROR_NO_SUPPORT_SCRIPT,CE-38531-0,0x80460043,Unsupported script
SCE_FONT_ERROR_NO_SUPPORT_LANGUAGE,CE-38532-1,0x80460044,Unsupported language
SCE_FONT_ERROR_NO_SUPPORT_SURFACE,CE-31515-5,0x80460050,Unsupported surface
SCE_FONT_ERROR_UNSET_PARAMETER,CE-31516-6,0x80460058,Unset parameter
SCE_FONT_ERROR_ALREADY_BOUND_RENDERER,CE-31517-7,0x80460060,Renderer is already bound
SCE_FONT_ERROR_NOT_BOUND_RENDERER,CE-31518-8,0x80460061,Renderer is not bound
SCE_FONT_ERROR_RENDERER_ALLOCATION_FAILED,CE-31519-9,0x80460063,Renderer could not allocate memory
SCE_FONT_ERROR_RENDERER_RENDER_FAILED,CE-31520-1,0x80460065,Render failed to render
SCE_MD5_ERROR_INVALID_POINTER,CE-31521-2,0x80480100,invalid pointer argument
SCE_MD5_ERROR_INVALID_STATE,CE-31522-3,0x80480101,invalid state
SCE_MD5_ERROR_UNINITIALIZED_CONTEXT,CE-31523-4,0x80480102,uninitialized context
SCE_SHA0_ERROR_INVALID_POINTER,CE-31524-5,0x80480200,invalid pointer argument
SCE_SHA0_ERROR_INVALID_STATE,CE-31525-6,0x80480201,invalid state
SCE_SHA0_ERROR_UNINITIALIZED_CONTEXT,CE-31526-7,0x80480202,uninitialized context
SCE_SHA1_ERROR_INVALID_POINTER,CE-31527-8,0x80480300,invalid pointer argument
SCE_SHA1_ERROR_INVALID_STATE,CE-31528-9,0x80480301,invalid state
SCE_SHA1_ERROR_UNINITIALIZED_CONTEXT,CE-31529-0,0x80480302,uninitialized context
SCE_SHA224_ERROR_INVALID_POINTER,CE-31530-2,0x80480400,invalid pointer argument
SCE_SHA224_ERROR_INVALID_STATE,CE-31531-3,0x80480401,invalid state
SCE_SHA224_ERROR_UNINITIALIZED_CONTEXT,CE-31532-4,0x80480402,uninitialized context
SCE_SHA256_ERROR_INVALID_POINTER,CE-31533-5,0x80480500,invalid pointer argument
SCE_SHA256_ERROR_INVALID_STATE,CE-31534-6,0x80480501,invalid state
SCE_SHA256_ERROR_UNINITIALIZED_CONTEXT,CE-31535-7,0x80480502,uninitialized context
SCE_SHA384_ERROR_INVALID_POINTER,CE-31536-8,0x80480600,invalid pointer argument
SCE_SHA384_ERROR_INVALID_STATE,CE-31537-9,0x80480601,invalid state
SCE_SHA384_ERROR_UNINITIALIZED_CONTEXT,CE-31538-0,0x80480602,uninitialized context
SCE_SHA512_ERROR_INVALID_POINTER,CE-31539-1,0x80480700,invalid pointer argument
SCE_SHA512_ERROR_INVALID_STATE,CE-31540-3,0x80480701,invalid state
SCE_SHA512_ERROR_UNINITIALIZED_CONTEXT,CE-31541-4,0x80480702,uninitialized context
SCE_SHA512T_ERROR_INVALID_POINTER,CE-31542-5,0x80480800,invalid pointer argument
SCE_SHA512T_ERROR_INVALID_STATE,CE-31543-6,0x80480801,invalid state
SCE_SHA512T_ERROR_INVALID_DIGEST_SIZE,CE-31544-7,0x80480802,invalid digest size
SCE_SHA512T_ERROR_UNINITIALIZED_CONTEXT,CE-31545-8,0x80480803,uninitialized context
SCE_HMAC_ERROR_INVALID_POINTER,CE-31546-9,0x80481000,invalid pointer argument
SCE_HMAC_ERROR_INVALID_DIGEST_SIZE,CE-31547-0,0x80481002,invalid digest size
SCE_MT19937_ERROR_INVALID_POINTER,CE-31548-1,0x80490100,invalid pointer argument
SCE_SFMT607_ERROR_INVALID_POINTER,CE-31549-2,0x80490200,invalid pointer argument
SCE_SFMT607_ERROR_INVALID_STATE,CE-31550-4,0x80490201,invalid state
SCE_SFMT607_ERROR_INVALID_SIZE,CE-31551-5,0x80490202,invalid size
SCE_SFMT1279_ERROR_INVALID_POINTER,CE-31552-6,0x80490300,invalid pointer argument
SCE_SFMT1279_ERROR_INVALID_STATE,CE-31553-7,0x80490301,invalid state
SCE_SFMT1279_ERROR_INVALID_SIZE,CE-31554-8,0x80490302,invalid size
SCE_SFMT2281_ERROR_INVALID_POINTER,CE-31555-9,0x80490400,invalid pointer argument
SCE_SFMT2281_ERROR_INVALID_STATE,CE-31556-0,0x80490401,invalid state
SCE_SFMT2281_ERROR_INVALID_SIZE,CE-31557-1,0x80490402,invalid size
SCE_SFMT4253_ERROR_INVALID_POINTER,CE-31558-2,0x80490500,invalid pointer argument
SCE_SFMT4253_ERROR_INVALID_STATE,CE-31559-3,0x80490501,invalid state
SCE_SFMT4253_ERROR_INVALID_SIZE,CE-31560-5,0x80490502,invalid size
SCE_SFMT11213_ERROR_INVALID_POINTER,CE-31561-6,0x80490600,invalid pointer argument
SCE_SFMT11213_ERROR_INVALID_STATE,CE-31562-7,0x80490601,invalid state
SCE_SFMT11213_ERROR_INVALID_SIZE,CE-31563-8,0x80490602,invalid size
SCE_SFMT19937_ERROR_INVALID_POINTER,CE-31564-9,0x80490700,invalid pointer argument
SCE_SFMT19937_ERROR_INVALID_STATE,CE-31565-0,0x80490701,invalid state
SCE_SFMT19937_ERROR_INVALID_SIZE,CE-31566-1,0x80490702,invalid size
SCE_SFMT44497_ERROR_INVALID_POINTER,CE-31567-2,0x80490800,invalid pointer argument
SCE_SFMT44497_ERROR_INVALID_STATE,CE-31568-3,0x80490801,invalid state
SCE_SFMT44497_ERROR_INVALID_SIZE,CE-31569-4,0x80490802,invalid size
SCE_SFMT86243_ERROR_INVALID_POINTER,CE-31570-6,0x80490900,invalid pointer argument
SCE_SFMT86243_ERROR_INVALID_STATE,CE-31571-7,0x80490901,invalid state
SCE_SFMT86243_ERROR_INVALID_SIZE,CE-31572-8,0x80490902,invalid size
SCE_SFMT132049_ERROR_INVALID_POINTER,CE-31573-9,0x80490A00,invalid pointer argument
SCE_SFMT132049_ERROR_INVALID_STATE,CE-31574-0,0x80490A01,invalid state
SCE_SFMT132049_ERROR_INVALID_SIZE,CE-31575-1,0x80490A02,invalid size
SCE_SFMT216091_ERROR_INVALID_POINTER,CE-31576-2,0x80490B00,invalid pointer argument
SCE_SFMT216091_ERROR_INVALID_STATE,CE-31577-3,0x80490B01,invalid state
SCE_SFMT216091_ERROR_INVALID_SIZE,CE-31578-4,0x80490B02,invalid size
SCE_NGS2_ERROR_FAIL,CE-31579-5,0x804A0001,fatal error
SCE_NGS2_ERROR_INVALID_MAX_GRAIN_SAMPLES,CE-31580-7,0x804A0050,specified max grain samples is invalid
SCE_NGS2_ERROR_INVALID_NUM_GRAIN_SAMPLES,CE-31581-8,0x804A0051,specified grain samples is invalid
SCE_NGS2_ERROR_INVALID_NUM_CHANNELS,CE-31582-9,0x804A0052,the specified number of channel is invalid
SCE_NGS2_ERROR_INVALID_OUT_ADDRESS,CE-31583-0,0x804A0053,specified out address is invalid
SCE_NGS2_ERROR_INVALID_OUT_SIZE,CE-31584-1,0x804A0054,specified out size is invalid
SCE_NGS2_ERROR_INVALID_OPTION_ADDRESS,CE-31585-2,0x804A0080,specified option address is invalid
SCE_NGS2_ERROR_INVALID_OPTION_SIZE,CE-31586-3,0x804A0081,specified option size is invalid
SCE_NGS2_ERROR_INVALID_OPTION_FLAG,CE-31587-4,0x804A0082,specified system option flag is invalid
SCE_NGS2_ERROR_INVALID_MAX_MATRICES,CE-31588-5,0x804A0100,specified max matricies is invalid
SCE_NGS2_ERROR_INVALID_MAX_PORTS,CE-31589-6,0x804A0101,specified max ports is invalid
SCE_NGS2_ERROR_INVALID_MAX_INPUT_DELAY_BLOCKS,CE-31590-8,0x804A0102,specified max input delay blocks is invalid
SCE_NGS2_ERROR_INVALID_MAX_VOICES,CE-31591-9,0x804A0103,specified max voices is invalid
SCE_NGS2_ERROR_INVALID_MAX_CHANNELS,CE-31592-0,0x804A0104,specified max channels is invalid
SCE_NGS2_ERROR_INVALID_MAX_CHANNEL_WORKS,CE-31593-1,0x804A0105,specified max channels is invalid
